trial,capacity_hz,policy,source_duration_s,source_observations,source_observation_rate_hz,transport_deliveries,transport_deliveries_per_s,unique_delivered_sources,unique_source_delivery_rate_hz,repeated_source_fraction,response_bytes_per_s,p95_delivery_aoi_s,mean_delivery_aoi_s,rate_switches,economy_fraction,normal_fraction,high_fraction,service_id,qualified_deliveries,at_risk_deliveries,withdrawn_deliveries,unobservable_deliveries,observable_fraction_request_weighted,satisfaction_given_observable_request_weighted,observable_fraction_time_weighted,satisfaction_given_observable_time_weighted
1,5.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.8598999999999731,0.5344999999999643,0,1.0,0.0,0.0,global_state_tracking,25,4,149,4,0.978021978021978,0.16292134831460675,0.9779397977079449,0.16354428666493726
1,5.0,static-high,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,0,0.0,0.0,1.0,local_1s_tight,4,4,424,22,0.9515418502202643,0.018518518518518517,0.9514675549574786,0.018548359049860515
1,5.0,static-high,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,0,0.0,0.0,1.0,local_5s_moderate,55,14,350,35,0.9229074889867841,0.16467780429594273,0.9227892919778071,0.16495141105174602
1,5.0,static-high,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,0,0.0,0.0,1.0,local_10s_preview,222,36,135,61,0.8656387665198237,0.6564885496183206,0.8654327660184643,0.6576515721186399
1,5.0,static-high,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,0,0.0,0.0,1.0,global_state_tracking,63,8,380,3,0.9933920704845814,0.1574279379157428,0.9933819393123834,0.15767091193746444
1,5.0,aoi-only,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.02643171806167401,0.973568281938326,local_1s_tight,4,4,424,22,0.9515418502202643,0.018518518518518517,0.9514675549574786,0.018548359049860515
1,5.0,aoi-only,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.02643171806167401,0.973568281938326,local_5s_moderate,55,14,350,35,0.9229074889867841,0.16467780429594273,0.9227892919778071,0.16495141105174602
1,5.0,aoi-only,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.02643171806167401,0.973568281938326,local_10s_preview,222,36,135,61,0.8656387665198237,0.6564885496183206,0.8654327660184643,0.6576515721186399
1,5.0,aoi-only,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.02643171806167401,0.973568281938326,global_state_tracking,63,8,380,3,0.9933920704845814,0.1574279379157428,0.9933819393123834,0.15767091193746444
1,5.0,contract-aware,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.024229074889867842,0.9757709251101322,local_1s_tight,4,4,424,22,0.9515418502202643,0.018518518518518517,0.9514675549574786,0.018548359049860515
